patient_ID	0	1	2	3	4	5	6	7	8	9
249600	0.4881443157405783	0.0	0.5554698981586178	0.0	0.7056998729010682	0.6061086662048607	0.0	0.542344308678694	0.3097161583879786	0.7149461891931209
441891	0.0	0.32961422099037135	0.5347776863168937	0.0	0.0	0.0	0.0	0.0	0.2978030515612665	0.0
22476	0.363545079156188	0.4217073751284263	0.0	0.5283155020071657	0.6806884614017071	0.0	0.0	0.4876221579642131	0.2524550459956043	0.6695931940291112
249532	0.0	0.43615765919918226	0.0	0.6171294746125716	0.7263638840407595	0.0	0.33351161010906166	0.0	0.4506513274862324	0.7013140339407481
305173	0.5441015813689377	0.4197602231879318	0.0	0.5612515227199619	0.5952941513879497	0.5848951245667788	0.0	0.4725792096762201	0.0	0.0
441866	0.4966797737135802	0.0	0.549973326033404	0.4907228788497589	0.0	0.0	0.0	0.4555711884929683	0.0	0.0
441703	0.0	0.1450501106545483	0.39638907928015965	0.0	0.0	0.0	0.45964044667346926	0.4673810304341856	0.41230802612739903	0.5657196445341405
441702	0.0	0.3602812385425549	0.0	0.33823642240427776	0.0	0.0	0.35584946554286634	0.0	0.35984727569937486	0.5657196445341405
249684	0.0	0.4093067324203171	0.0	0.20887200251999025	0.0	0.0	0.0	0.0	0.0	0.0
305259	0.0	0.3141581710937241	0.5180891099279504	0.48949352203841745	0.5952941513879497	0.5848951245667788	0.0	0.2723702339074081	0.0	0.0
249615	0.0	0.2353823541801673	0.0	0.5530611488107572	0.6522896945827502	0.6041843976054371	0.6441854851656422	0.6262863154045042	0.0	0.5982915850262177
441725	0.48130075342247697	0.0	0.0	0.0	0.0	0.0	0.4258289411966266	0.0	0.0	0.5657196445341405
441760	0.5010981574520352	0.4748521918341261	0.3588569901961024	0.0	0.0	0.0	0.0	0.4244426622650969	0.0	0.0
441660	0.0	0.2727591901629151	0.41007967666156725	0.0	0.0	0.0	0.0	0.5443437922277375	0.15842497423759802	0.5657196445341405
249565	0.0	0.0	0.5007668703685371	0.0	0.0	0.6415470307106772	0.23119542885635508	0.0	0.0	0.0
249541	0.48753701206301153	0.2814361158118866	0.0	0.5548980550854417	0.639877434844153	0.6483478533358626	0.0	0.3731793967703699	0.6422030963097067	0.0
441707	0.0	0.0	0.0	0.0	0.0	0.0	0.2650057952305338	0.496775319590991	0.42985250516351364	0.5657196445341405
441770	0.5008247914987801	0.4121885740751253	0.47934236730903373	0.22824451167585955	0.0	0.0	0.0	0.5205828765674261	0.5185053623943122	0.0
441896	0.5459015990275682	0.48662771392218135	0.0	0.5673475916295377	0.0	0.0	0.0	0.5748699476290388	0.21631025528159115	0.0
249617	0.3893635073282782	0.0	0.5188532864489913	0.0	0.6174543336916897	0.0	0.0	0.36847526428993843	0.0	0.5720640056384491
249598	0.536371473704782	0.32483176884254616	0.5936362949251254	0.0	0.6979478097245648	0.6023117004498789	0.0	0.5427777229157363	0.22007918349743227	0.5906733143642013
305138	0.0	0.43901192132746036	0.5120384028747552	0.0	0.5952941513879497	0.5848951245667788	0.30220075717697914	0.0	0.2999826719091836	0.0
305136	0.5209226797168482	0.46571731105227	0.0	0.40411913345235034	0.5952941513879497	0.5848951245667788	0.22933001453393922	0.0	0.0	0.0
305230	0.0	0.0	0.5180891099279504	0.0	0.5952941513879497	0.5848951245667788	0.0	0.44851710439266324	0.44389831328033086	0.0
441881	0.5866985667535619	0.44142635331476304	0.5978786272947201	0.562292565786357	0.0	0.0	0.0	0.492857401518967	0.23471600767659165	0.0
441727	0.24776378077155486	0.22860678868416084	0.5106349438733772	0.0	0.0	0.0	0.0	0.0	0.0	0.0
